,username,status
@,MairZdoatz,RT @dennisthecynic: http://t.co/r2VZm3dN See what folks are saying about @CreateBaltimore 3 here. Use #createbmore to join the conversation.
@,ElizabethEadie,"If you're at @CreateBaltimore tomorrow and I don't know you, please come say hello! I can't wait to meet you. #createbmore"
@,mobtownblues,"Going to tomorrow's Create Baltimore, where I plan to keep my ears open &amp; my mouth closed for a change. http://t.co/ou4KOZFM #createbmore"
@,wideangleym,RT @dennisthecynic: http://t.co/r2VZm3dN See what folks are saying about @CreateBaltimore 3 here. Use #createbmore to join the conversation.
@,wideangleym,"Our Program Manager, Sheila, and Festival Coordinator, Carey, will be at #createbmore tomorrow! See you there."
@,BaltimoreBrew,RT @dennisthecynic: http://t.co/r2VZm3dN See what folks are saying about @CreateBaltimore 3 here. Use #createbmore to join the conversation.
@,dennisthecynic,http://t.co/r2VZm3dN See what folks are saying about @CreateBaltimore 3 here. Use #createbmore to join the conversation.
@,ElizabethEadie,@hbarrin @k_trino @rianabarrington you guys coming out to @CreateBaltimore this weekend? #createbmore
@,wellmadedesign,Thinking about attending @CreateBaltimore for the first time? Message me and I'll sponsor you. #2freetickets #createbmore #firsttimers
@,ElizabethEadie,Thinking about attending @CreateBaltimore for the first time? Message me and I'll sponsor you. #2freetickets #createbmore #firsttimers
@,_mariamendoza,Create Baltimore 3 is tomorrow | 9-5 @ JHU Homewood campus | http://t.co/CG4RpMHS #CreateBmore
@,gbtc,SUPERSTAR! RT @CreateBaltimore: @hardebeck and superstar team of #createbmore sponsor @gbtc = expanding the innovation community in Bmore.
@,CreateBaltimore,"Can you feel the social entrepreneur movement? Led by folks like #createbmore sponsor @SEAlliance, it will change our city."
@,MairZdoatz,RT @trueheart4life: RT @CreateBaltimore 3 questions to think about before #createbmore http://t.co/bCOIz9xe  sparked by @mayorsrb's... h ...
@,trueheart4life,RT @CreateBaltimore 3 questions to think about before #createbmore http://t.co/bCOIz9xe  sparked by @mayorsrb's... http://t.co/gm4Eoeer
@,CreateBaltimore,"Sponsor @SmartLogic's @yflicker = the party in Bmore Tech. Pizza, beer and tech? Yair's there. Thank you! #createbmore"
@,CreateBaltimore,3 questions to think about before #createbmore http://t.co/3tRHamTW sparked by @mayorsrb's State of the City
@,CreateBaltimore,"#createbmore sponsor @nadenlean is a different breed of accounting firm, supporting Bmore in many ways. Thank you!"
@,Humanim,RT @CreateBaltimore: Thanks 2 #createbmore sponsor @Humanim! CEO Henry Posko + CDO @CindyPTruitt = visionaries in social enterprise.
@,CreateBaltimore,Director @hardebeck and superstar team of #createbmore sponsor @gbtc = expanding the innovation community in Bmore.
@,CreateBaltimore,"#createbmore sponsor @wellmadedesign's @ElizabethEadie = more than southern charm. Passion, brains, + ambition = watch out!"
@,CreateBaltimore,Thanks 2 #createbmore sponsor @Humanim! CEO Henry Posko + CDO @CindyPTruitt = visionaries in social enterprise.
@,CreateBaltimore,Always watch out for #createbmore sponsor @410labs' newest projects! These changemakers are always on the cutting edge.
@,HAGSJHU,"RT @smartlogic: RT @createbaltimore: Thanks to @smartlogic for sponsoring #createbmore. Not only developing apps, developing Bmore's tec ..."
@,CreateBaltimore,"Folks, thoughts on an action afternoon at #createbmore? More info: http://t.co/oMRuROBq Let us know what you think!"
@,tracycgold,RT @createbaltimore: Check out the all-star attendee list and grab your tix for #createbmore this Saturday! http://t.co/7dGExL2N
@,davetroy,RT @CreateBaltimore: Check out the all-star attendee list and grab your tix for #createbmore this Saturday! http://t.co/atF9eKr4
@,MairZdoatz,RT @CreateBaltimore: Check out the all-star attendee list and grab your tix for #createbmore this Saturday! http://t.co/atF9eKr4
@,Shaq_Brooks,RT @CreateBaltimore: Check out the all-star attendee list and grab your tix for #createbmore this Saturday! http://t.co/atF9eKr4
@,CreateBaltimore,Check out the all-star attendee list and grab your tix for #createbmore this Saturday! http://t.co/atF9eKr4
@,TheGoodPlan,"RT @CreateBaltimore: Thanks 2 Adam Gross, partner at #createbmore sponsor @ayerssaintgross, for seeing Bmore's future in the innovation  ..."
@,CreateBaltimore,Sponsor @Figure53's @Chris_Ashworth = one of the funniest guys in Baltimore. Thank you! #createbmore
@,CreateBaltimore,"Thanks 2 Adam Gross, partner at #createbmore sponsor @ayerssaintgross, for seeing Bmore's future in the innovation community."
@,CreateBaltimore,Thanks to Jan Baum of sponsor @TowsonU! Jan Baum is THE bomb and everyone in the community should know her! #createbmore
@,mp3car,RT @CreateBaltimore: Thanks to @wraydo and @mp3car for sponsoring! @wraydo is always looking for new ways to define community. #createbmore
@,CreateBaltimore,Thanks to @wraydo and @mp3car for sponsoring! @wraydo is always looking for new ways to define community. #createbmore
@,TheGoodPlan,"RT @CreateBaltimore: #createbmore sponsor @ayerssaintgross celebrated 100 years of biz in 2012, but their design is still fresh. Thank you!"
@,Humanim,RT @CreateBaltimore: #createbmore sponsor @Humanim is as storied and beautiful as the building they reside in. A beacon in East Baltimore.
@,CreateBaltimore,"#createbmore sponsor @ayerssaintgross celebrated 100 years of biz in 2012, but their design is still fresh. Thank you!"
@,CreateBaltimore,Thanks to #createbmore sponsor @410labs and of course the indefatigably innovative @davetroy
@,ZigerSnead,RT@CreateBaltimore #createbmore sponsor @ZigerSnead has physically shaped Baltimore with its crisp design. Thank you!
@,CreateBaltimore,#createbmore sponsor @Humanim is as storied and beautiful as the building they reside in. A beacon in East Baltimore.
@,stephbaltimore,"@smartlogic yes, looking forward to it! #createbmore"
@,smartlogic,@stephbaltimore thanks for the tweet! See you @createbaltimore? #createbmore
@,CreateBaltimore,"Thanks 2 #createbmore sponsor @eventrebels. Redefine the conference experience by changing the first step, registration."
@,CreateBaltimore,#createbmore sponsor @ZigerSnead has physically shaped Baltimore with its crisp design. Thank you!
@,mezzoihnen,":) “@gbtc: RT @createbaltimore: Thanks to @smartlogic for sponsoring #createbmore. Not only developing apps, developing Bmore's tech scene.”"
@,gbtc,"RT @createbaltimore: Thanks to @smartlogic for sponsoring #createbmore. Not only developing apps, developing Bmore's tech scene."
@,stephbaltimore,"RT @smartlogic: RT @createbaltimore: Thanks to @smartlogic for sponsoring #createbmore. Not only developing apps, developing Bmore's tec ..."
@,smartlogic,"RT @createbaltimore: Thanks to @smartlogic for sponsoring #createbmore. Not only developing apps, developing Bmore's tech scene."
@,CreateBaltimore,"Thanks 2 #createbmore sponsor @SEAlliance, devoted 2 redefining how non-profs, social services deliver social value."
@,TechGirlTweets,RT @CreateBaltimore: Thanks to @TowsonU for sponsoring #createbmore! Towson Object Lab is defining the future of how art and tech intersect.
@,CreateBaltimore,"Thanks to @SmartLogic for sponsoring #createbmore. Not only developing apps, developing Bmore's tech scene."
@,CreateBaltimore,Thanks 2 @Figure53 for sponsoring. They power #createbmore but also performance art worldwide. #createbmore
@,CindyPTruitt,"RT @CreateBaltimore: Next Saturday, you could be at #createbmore. Get your tix now: http://t.co/y8InKft7."
@,CreateBaltimore,"Great design, great person, great shop. Thanks to #createbmore sponsor @wellmadedesign!"
